FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,WIFI_HOLD_AT,PET_POSBL_AT,PRKPLCE_EXST_AT,MEE_SLT_AT,LAST_UPDT_DE
에버그린스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,문래동3가,,55-20 번지,경인로,775,37.51474642,126.8975368,7299,서울특별시 영등포구 경인로 775,서울특별시 영등포구 문래동3가 55-20 에이스하이테크시티,0234390750,http://m.golfzon.com/ghome/evergreen0750,Y,N,Y,Y,20221104
더프라자 골프 여의도콘래드서울점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,여의도동,,23 번지,국제금융로,10,37.52517752,126.9248767,7326,서울특별시 영등포구 국제금융로 10,서울특별시 영등포구 여의도동 23 서울 국제금융 센터,,http://tpzstudio.com/,Y,N,Y,Y,20221104
여의도골프존,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,여의도동,,53-12 번지,국제금융로,110,37.51843184,126.9336583,7343,서울특별시 영등포구 국제금융로 110,서울특별시 영등포구 여의도동 53-12,027800753,http://m.golfzon.com/ghome/golf9,Y,N,Y,N,20221104
롯데캐슬 아이비스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,여의도동,,43-4 번지,국제금융로,86,37.52020612,126.9318,7333,서울특별시 영등포구 국제금융로 86,서울특별시 영등포구 여의도동 43-4 롯데캐슬 아이비,027850755,,Y,N,Y,Y,20221104
세븐아이언골프스튜디오,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,여의도동,,26 번지,국제금융로2길,37,37.52294518,126.9242856,7327,서울특별시 영등포구 국제금융로2길 37,서울특별시 영등포구 여의도동 26 S-TRENUE,027619550,https://blog.naver.com/seveniron77,Y,N,Y,N,20221104
프렌즈스크린 여의도점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,여의도동,,35-2 번지,국제금융로6길,30,37.52172363,126.9266038,7328,서울특별시 영등포구 국제금융로6길 30,서울특별시 영등포구 여의도동 35-2 백상빌딩,027856848,,Y,N,Y,N,20221104
레인보우1872 동여의도점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,여의도동,,36-2 번지,국제금융로6길,33,37.52079083,126.926912,7331,서울특별시 영등포구 국제금융로6길 33,서울특별시 영등포구 여의도동 36-2,027801872,https://blog.naver.com/rainbow1872dyd,Y,N,Y,N,20221104
진성나루,레저/체육/공원,대형레저시설,유람선,서울특별시,영등포구,여의도동,,30-3 번지,국제금융로7길,15,37.52316097,126.9319811,7338,서울특별시 영등포구 국제금융로7길 15,서울특별시 영등포구 여의도동 30-3 여의상가,,,Y,Y,Y,Y,20221104
더큐이디,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,여의도동,,45-1 번지,국제금융로8길,31,37.51974601,126.9280666,7332,서울특별시 영등포구 국제금융로8길 31,서울특별시 영등포구 여의도동 45-1 SK증권빌딩,0264845987,,Y,N,Y,N,20221104
동양스크린골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,당산동4가,,93-1 번지,국회대로,543,37.5291591,126.8953436,7219,서울특별시 영등포구 국회대로 543,서울특별시 영등포구 당산동4가 93-1 동양석판 사옥,,,Y,N,Y,N,20221104
퍼스트비앤피 볼링센터 여의도점,레저/체육/공원,지역체육시설,볼링장,서울특별시,영등포구,여의도동,,13 번지,국회대로,800,37.53092939,126.9210835,7238,서울특별시 영등포구 국회대로 800,서울특별시 영등포구 여의도동 13 여의도파라곤,0220701118,http://www.firstbnp.com,Y,N,Y,N,20221104
천호락볼링클럽 영등포지점,레저/체육/공원,지역체육시설,볼링장,서울특별시,영등포구,당산동3가,,80-1 번지,국회대로36길,17,37.5257145,126.8983593,7257,서울특별시 영등포구 국회대로36길 17,서울특별시 영등포구 당산동3가 80-1 리앤나빌리지,,https://www.facebook.com/chunhorockbowling/,Y,N,Y,N,20221104
아크로GDR골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,영등포동7가,,203 번지,국회대로54길,10,37.52365869,126.9064302,7246,서울특별시 영등포구 국회대로54길 10,서울특별시 영등포구 영등포동7가 203 아크로타워 스퀘어,0269512480,https://blog.naver.com/acrogdr,Y,N,Y,N,20221104
현대실내골프장,레저/체육/공원,지역레저시설,실내골프연습장,서울특별시,영등포구,여의도동,,14-2 번지,국회대로70길,7,37.52999489,126.9199072,7238,서울특별시 영등포구 국회대로70길 7,서울특별시 영등포구 여의도동 14-2 동아빌딩,027822595,,N,N,Y,N,20221104
뉴힐링골프,레저/체육/공원,대형레저시설,골프장,서울특별시,영등포구,여의도동,,13-5 번지,국회대로76길,18,37.52998094,126.9222283,7238,서울특별시 영등포구 국회대로76길 18,서울특별시 영등포구 여의도동 13-5 오성빌딩,,,N,N,Y,N,20221104
어게인 골프클럽,레저/체육/공원,지역레저시설,실내골프연습장,서울특별시,영등포구,여의도동,,12-5 번지,국회대로76길,33,37.52953406,126.924185,7241,서울특별시 영등포구 국회대로76길 33,서울특별시 영등포구 여의도동 12-5,,,N,N,Y,N,20221104
양화선착장,레저/체육/공원,대형레저시설,유람선,서울특별시,영등포구,양화동,,32-1 번지,노들로,111,37.54534066,126.8936823,7200,서울특별시 영등포구 노들로 111,서울특별시 영등포구 양화동 32-1 양화유람선선착장,,,N,Y,Y,Y,20221104
한강공원 양화지구 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,영등포구,양화동,,1-4 번지,노들로,113,37.54450522,126.8933505,7200,서울특별시 영등포구 노들로 113,서울특별시 영등포구 양화동 1-4 양화개나리점,,,N,Y,Y,Y,20221104
온그린골프클럽,레저/체육/공원,지역레저시설,실내골프연습장,서울특별시,영등포구,당산동4가,,31-2 번지,당산로,180,37.53027684,126.899337,7216,서울특별시 영등포구 당산로 180,서울특별시 영등포구 당산동4가 31-2 신우빌딩,,,Y,N,Y,N,20221104
갤러리골프아카데미 문래점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,문래동3가,,55-5 번지,당산로,34,37.51746312,126.8964937,7297,서울특별시 영등포구 당산로 34,서울특별시 영등포구 문래동3가 55-5 로데오 ?쇼핑몰,,https://blog.naver.com/gallerygolfacademy/,Y,N,Y,N,20221104
몽키즈 클라이밍 영등포점,레저/체육/공원,지역체육시설,클라이밍,서울특별시,영등포구,문래동3가,,55-3 번지,당산로,42,37.5182397,126.8958802,7297,서울특별시 영등포구 당산로 42,서울특별시 영등포구 문래동3가 55-3 홈플러스,0220885310,,Y,Y,Y,Y,20221104
삼성골프클럽 영등포점,레저/체육/공원,지역레저시설,실내골프연습장,서울특별시,영등포구,문래동3가,,68 번지,당산로,45,37.51891054,126.8946087,7296,서울특별시 영등포구 당산로 45,서울특별시 영등포구 문래동3가 68 삼성골프클럽,0226715516,,N,N,Y,N,20221104
파워골프존,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,당산동2가,,45-9 번지,당산로,77,37.52173208,126.8952775,7264,서울특별시 영등포구 당산로 77,서울특별시 영등포구 당산동2가 45-9 태창빌딩,0226340488,,Y,N,Y,N,20221104
당산공원 배드민턴장,레저/체육/공원,지역체육시설,배드민턴장,서울특별시,영등포구,당산동3가,,385 번지,당산로27길,12,37.52521794,126.8951468,7260,서울특별시 영등포구 당산로27길 12,서울특별시 영등포구 당산동3가 385,,,N,Y,Y,Y,20221104
당산골프클럽,레저/체육/공원,지역레저시설,실내골프연습장,서울특별시,영등포구,당산동3가,,558-2 번지,당산로31길,33,37.52691085,126.8927546,7261,서울특별시 영등포구 당산로31길 33,서울특별시 영등포구 당산동3가 558-2 당산골프클럽,,,Y,N,Y,N,20221104
프리즘유소년축구클럽 영등포점,레저/체육/공원,지역체육시설,풋살장,서울특별시,영등포구,당산동3가,,388-1 번지,당산로33길,9,37.52717275,126.8956475,7256,서울특별시 영등포구 당산로33길 9,서울특별시 영등포구 당산동3가 388-1,025429980,http://blog.naver.com/fcprism2006,N,N,Y,N,20221104
원정,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,당산동4가,,80 번지,당산로41길,11,37.53081125,126.898319,7217,서울특별시 영등포구 당산로41길 11,서울특별시 영등포구 당산동4가 80 당산 SK V1 center,,,Y,N,Y,N,20221104
삼성타운골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,당산동5가,,11-34 번지,당산로44길,3,37.53191435,126.9010775,7214,서울특별시 영등포구 당산로44길 3,서울특별시 영등포구 당산동5가 11-34 삼성타운,0226726612,,Y,N,Y,N,20221104
보스스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,당산동6가,,237-38 번지,당산로48길,6,37.53425737,126.9029994,7223,서울특별시 영등포구 당산로48길 6,서울특별시 영등포구 당산동6가 237-38 대호빌딩,,http://blog.naver.com/heraldseo,Y,N,Y,N,20221104
클라임러버(ClimbLover),레저/체육/공원,지역체육시설,클라이밍,서울특별시,영등포구,당산동6가,,326-9 번지,당산로49길,12,37.53597198,126.9019209,7222,서울특별시 영등포구 당산로49길 12,서울특별시 영등포구 당산동6가 326-9,,http://www.climblover.com,Y,Y,N,Y,20221104
원골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,당산동6가,,335-3 번지,당산로49길,9,37.53560338,126.901919,7222,서울특별시 영등포구 당산로49길 9,서울특별시 영등포구 당산동6가 335-3 골드라인,0220688690,http://onegolf1.koreasmc.co.kr,Y,N,Y,Y,20221104
골프존 대림점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,대림동,,710-10 번지,대림로,157,37.49487209,126.8994616,7413,서울특별시 영등포구 대림로 157,서울특별시 영등포구 대림동 710-10 일승빌딩,028333382,,Y,N,Y,N,20221104
월드스크린골프 영등포점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,대림동,,719-1 번지,대림로,167,37.49578775,126.8992198,7413,서울특별시 영등포구 대림로 167,서울특별시 영등포구 대림동 719-1 삼전빌딩,028358207,,N,N,N,N,20221104
아시아나스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,대림동,,693-6 번지,대림로,180,37.49692562,126.899308,7410,서울특별시 영등포구 대림로 180,서울특별시 영등포구 대림동 693-6,028481118,,Y,N,Y,N,20221104
영탁구장,레저/체육/공원,지역체육시설,탁구장,서울특별시,영등포구,대림동,,988-44 번지,대림로,78,37.48956854,126.9055226,7442,서울특별시 영등포구 대림로 78,서울특별시 영등포구 대림동 988-44 한남빌딩,028325427,,Y,N,Y,N,20221104
영탁구장,레저/체육/공원,지역체육시설,탁구장,서울특별시,영등포구,대림동,,988-44 번지,대림로,78,37.48956854,126.9055226,7442,서울특별시 영등포구 대림로 78,서울특별시 영등포구 대림동 988-44 한남빌딩,028325427,,N,N,N,N,20221104
이지 베이스볼 아카데미,레저/체육/공원,지역체육시설,야구연습장,서울특별시,영등포구,신길동,,4518 번지,대방천로,180,37.4971007,126.9117177,7435,서울특별시 영등포구 대방천로 180,서울특별시 영등포구 신길동 4518 우성2차아파트,,,N,Y,Y,N,20221104
제이필드골프클럽,레저/체육/공원,지역레저시설,실내골프연습장,서울특별시,영등포구,도림동,,246-20 번지,도림로,331,37.50697855,126.9008641,7374,서울특별시 영등포구 도림로 331,서울특별시 영등포구 도림동 246-20,028338840,,N,N,Y,N,20221104
더플라스틱 클라이밍,레저/체육/공원,지역체육시설,클라이밍,서울특별시,영등포구,문래동2가,,11-1 번지,도림로,423,37.51364903,126.8957196,7290,서울특별시 영등포구 도림로 423,서울특별시 영등포구 문래동2가 11-1,0264068890,https://www.theplastik.co.kr,Y,N,N,N,20221104
신길근린공원 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,영등포구,신길동,,341-3 번지,도림로80길,6,37.50175926,126.9054229,7398,서울특별시 영등포구 도림로80길 6,서울특별시 영등포구 신길동 341-3 신길5동 복합어르신복지시설,,,N,Y,Y,Y,20221104
행복한탁구클럽,레저/체육/공원,지역체육시설,탁구장,서울특별시,영등포구,신길동,,296-57 번지,도신로,116,37.50806733,126.9050357,7383,서울특별시 영등포구 도신로 116,서울특별시 영등포구 신길동 296-57 대웅빌딩,028311007,,Y,N,Y,N,20221104
스포츠콕 파이어니어 리드클라이밍클럽,레저/체육/공원,지역체육시설,클라이밍,서울특별시,영등포구,도림동,,254 번지,도신로15길,11,37.50620386,126.8975779,7375,서울특별시 영등포구 도신로15길 11,서울특별시 영등포구 도림동 254 영등포 스포츠클라이밍경기장,07047108588,https://bit.ly/pioneerclimbing_kakaomap_littly,N,Y,Y,Y,20221104
핑탁구클럽,레저/체육/공원,지역체육시설,탁구장,서울특별시,영등포구,도림동,,176-9 번지,도영로,50,37.50989558,126.8984536,7374,서울특별시 영등포구 도영로 50,서울특별시 영등포구 도림동 176-9 도림시장,0226110022,http://cafe.daum.net/pingtakclub,N,N,N,N,20221104
탑테니스 신도림점,레저/체육/공원,지역체육시설,테니스장,서울특별시,영등포구,도림동,,224 번지,도영로7길,1,37.50883245,126.8953205,7372,서울특별시 영등포구 도영로7길 1,서울특별시 영등포구 도림동 224,,,Y,N,Y,N,20221104
네오테니스,레저/체육/공원,지역체육시설,테니스장,서울특별시,영등포구,문래동3가,,82-8 번지,문래로,79-4,37.51980977,126.8909663,7294,서울특별시 영등포구 문래로 79-4,서울특별시 영등포구 문래동3가 82-8 태양프라자,,https://neotennis.modoo.at,Y,N,Y,N,20221104
GDR아카데미 영등포문래점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,문래동3가,,55-18 번지,문래로28길,25,37.5163887,126.8999754,7298,서울특별시 영등포구 문래로28길 25,서울특별시 영등포구 문래동3가 55-18 세미콜론문래,0269491872,http://gdr.golfzon.com/ads/video,Y,N,Y,N,20221104
클라임웍스,레저/체육/공원,지역체육시설,클라이밍,서울특별시,영등포구,영등포동7가,,94-51 번지,버드나루로,85,37.52574731,126.9088578,7229,서울특별시 영등포구 버드나루로 85,서울특별시 영등포구 영등포동7가 94-51 훼미리하우스117,0226768848,https://www.instagram.com/climb_works/,Y,Y,Y,N,20221104
드림스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,당산동,,121-108 번지,버드나루로17길,2,37.52761184,126.9080488,7229,서울특별시 영등포구 버드나루로17길 2,서울특별시 영등포구 당산동 121-108 훼미리하우스138,0220690753,,N,N,Y,N,20221104
새동산탁구교실,레저/체육/공원,지역체육시설,탁구장,서울특별시,영등포구,양평동3가,,78-19 번지,선유동2로,15-1,37.53067611,126.8950351,7218,서울특별시 영등포구 선유동2로 15-1,서울특별시 영등포구 양평동3가 78-19,,,N,N,N,N,20221104
GLG스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,양평동4가,,2 번지,선유동2로,57,37.53382592,126.8968821,7212,서울특별시 영등포구 선유동2로 57,서울특별시 영등포구 양평동4가 2 이레빌딩,0221638555,,Y,N,Y,N,20221104
365탁구클럽,레저/체육/공원,지역체육시설,탁구장,서울특별시,영등포구,양평동1가,,119 번지,선유로,115,37.52432167,126.8901406,7272,서울특별시 영등포구 선유로 115,서울특별시 영등포구 양평동1가 119,0226373729,,N,N,Y,N,20221104
더에프필드,레저/체육/공원,지역체육시설,풋살장,서울특별시,영등포구,양평동3가,,45 번지,선유로,138,37.52606589,126.891572,7255,서울특별시 영등포구 선유로 138,서울특별시 영등포구 양평동3가 45 롯데마트 양평점,,https://blog.naver.com/ktrhoya,Y,N,Y,N,20221104
메카골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,양평동3가,,58-1 번지,선유로,155,37.52779081,126.8910332,7268,서울특별시 영등포구 선유로 155,서울특별시 영등포구 양평동3가 58-1,0226794490,,Y,N,Y,N,20221104
스트라이크존 서울선유도구장,레저/체육/공원,지역체육시설,야구연습장,서울특별시,영등포구,양평동3가,,101 번지,선유로,201,37.53135643,126.8937926,7211,서울특별시 영등포구 선유로 201,서울특별시 영등포구 양평동3가 101 양평동 6차 현대아파트,0226321255,http://strikezon.com/,Y,N,Y,Y,20221104
아이스윙골프아카데미,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,문래동5가,,2 번지,선유로,27,37.51663262,126.8879516,7285,서울특별시 영등포구 선유로 27,서울특별시 영등포구 문래동5가 2 대륭오피스텔,0236679941,,Y,N,Y,N,20221104
문래골프아카데미,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,문래동3가,,82-29 번지,선유로,70,37.52016265,126.8901457,7294,서울특별시 영등포구 선유로 70,서울특별시 영등포구 문래동3가 82-29 우리벤처타운2,,https://blog.naver.com/mullaegolf,Y,N,Y,N,20221104
SKY풋살파크,레저/체육/공원,지역체육시설,풋살장,서울특별시,영등포구,양평동3가,,85 번지,선유로43길,19,37.5333918,126.8938034,7210,서울특별시 영등포구 선유로43길 19,서울특별시 영등포구 양평동3가 85,,,N,N,Y,Y,20221104
제이스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,양평동4가,,8-2 번지,선유로45길,5,37.5341717,126.8954194,7209,서울특별시 영등포구 선유로45길 5,서울특별시 영등포구 양평동4가 8-2,0226330753,,N,N,Y,N,20221104
베스트스크린골프존,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,양평동4가,,81 번지,선유로47길,16,37.53586853,126.8953862,7208,서울특별시 영등포구 선유로47길 16,서울특별시 영등포구 양평동4가 81 오오1004빌딩,0226310754,,N,N,Y,N,20221104
서종국클라이밍짐,레저/체육/공원,지역체육시설,클라이밍,서울특별시,영등포구,양평동4가,,277-1 번지,선유로53길,6,37.53722035,126.8977133,7206,서울특별시 영등포구 선유로53길 6,서울특별시 영등포구 양평동4가 277-1 문화빌딩,0226761932,http://cafe.daum.net/seojongkukclimbing,Y,N,Y,N,20221104
양평교 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,영등포구,양평동2가,,33-3 번지,선유서로,103-5,37.52493797,126.8856005,7274,서울특별시 영등포구 선유서로 103-5,서울특별시 영등포구 양평동2가 33-3,,,N,Y,Y,Y,20221104
골프존 J골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,문래동5가,,23-4 번지,선유서로,15,37.51720623,126.8837868,7284,서울특별시 영등포구 선유서로 15,서울특별시 영등포구 문래동5가 23-4 명지 페르마타,0226380088,,Y,N,Y,N,20221104
로꼬풋살아카데미 구로디지털점,레저/체육/공원,지역체육시설,풋살장,서울특별시,영등포구,대림동,,952-19 번지,시흥대로,675,37.49203627,126.9084511,7442,서울특별시 영등포구 시흥대로 675,서울특별시 영등포구 대림동 952-19 삼성YJ그랜드빌딩,050702677760,https://www.iamground.kr/futsal/detail/758,Y,N,Y,N,20221104
영등포공원 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,영등포구,영등포동,,582-3 번지,신길로,275,37.51612662,126.9121264,7307,서울특별시 영등포구 신길로 275,서울특별시 영등포구 영등포동 582-3 영등포문화원,,,N,Y,Y,Y,20221104
VR그린스퀘어,레저/체육/공원,액티비티,VR,서울특별시,영등포구,신길동,,440-56 번지,신길로13길,4,37.49731738,126.9076949,7424,서울특별시 영등포구 신길로13길 4,서울특별시 영등포구 신길동 440-56 영등포종합사회복지관,,,N,N,N,N,20221104
할로테니스 양평점,레저/체육/공원,지역체육시설,테니스장,서울특별시,영등포구,양평동3가,,16 번지,양산로,43,37.52576103,126.8879423,7270,서울특별시 영등포구 양산로 43,서울특별시 영등포구 양평동3가 16 양평동우림 이 비지센타,,http://pf.kakao.com/_Cgcfb/chat,Y,Y,Y,Y,20221104
스타스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,양평동3가,,37-3 번지,양산로9길,11,37.52639534,126.8885181,7270,서울특별시 영등포구 양산로9길 11,서울특별시 영등포구 양평동3가 37-3 더라임,0226371419,,Y,N,Y,N,20221104
비젼골프존,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,당산동6가,,346-2 번지,양평로12가길,2,37.53630058,126.9007368,7222,서울특별시 영등포구 양평로12가길 2,서울특별시 영등포구 당산동6가 346-2,0220680753,,Y,N,Y,N,20221104
양평누리 체육공원 파크골프장,레저/체육/공원,대형레저시설,골프장,서울특별시,영등포구,양평동4가,,15-3 번지,양평로19길,36,37.53454393,126.8929309,7209,서울특별시 영등포구 양평로19길 36,서울특별시 영등포구 양평동4가 15-3,,https://www.y-sisul.or.kr/mod.asp?m=business&s=i00,N,Y,Y,Y,20221104
비전스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,양평동4가,,191-1 번지,양평로22길,10,37.53846356,126.894648,7206,서울특별시 영등포구 양평로22길 10,서울특별시 영등포구 양평동4가 191-1,0226333380,,Y,N,Y,Y,20221104
서울볼더스컴퍼니,레저/체육/공원,지역체육시설,클라이밍,서울특별시,영등포구,양평동6가,,13-1 번지,양평로28마길,7,37.54207388,126.8909918,7202,서울특별시 영등포구 양평로28마길 7,서울특별시 영등포구 양평동6가 13-1,0226324478,https://www.instagram.com/seoulboulders_seonyu/,Y,N,Y,N,20221104
여의도공원 인라인스케이트장,레저/체육/공원,지역레저시설,스케이트장,서울특별시,영등포구,여의도동,,2 번지,여의공원로,68,37.52680882,126.9222841,7243,서울특별시 영등포구 여의공원로 68,서울특별시 영등포구 여의도동 2 여의도공원관리사무소,,,N,Y,Y,Y,20221104
VTG여의도실내테니스장,레저/체육/공원,지역체육시설,테니스장,서울특별시,영등포구,여의도동,,35-5 번지,여의나루로,42,37.52147023,126.9249711,7328,서울특별시 영등포구 여의나루로 42,서울특별시 영등포구 여의도동 35-5 여의도종합상가,,https://vtgtennis.modoo.at/,N,N,Y,N,20221104
수휘트니스 골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,여의도동,,28-3 번지,여의대로,8,37.52121777,126.9185836,7320,서울특별시 영등포구 여의대로 8,서울특별시 영등포구 여의도동 28-3 여의도파크센터,0220908330,,N,Y,Y,Y,20221104
제이제이스크린골프장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,신길동,,4273-12 번지,여의대방로,107,37.49770494,126.9185177,7433,서울특별시 영등포구 여의대방로 107,서울특별시 영등포구 신길동 4273-12 현대통신빌딩,028410753,,N,N,Y,N,20221104
에어스포렉스 골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,신길동,,1164 번지,여의대방로,249,37.5081361,126.9228762,7359,서울특별시 영등포구 여의대방로 249,서울특별시 영등포구 신길동 1164,028318051,,N,N,Y,Y,20221104
앙카라공원 배드민턴장,레저/체육/공원,지역체육시설,배드민턴장,서울특별시,영등포구,여의도동,,56 번지,여의대방로,372-1,37.5180209,126.9309951,7342,서울특별시 영등포구 여의대방로 372-1,서울특별시 영등포구 여의도동 56,,,N,Y,Y,Y,20221104
여의도탁구장,레저/체육/공원,지역체육시설,탁구장,서울특별시,영등포구,여의도동,,53 번지,여의대방로,394,37.51939099,126.9327655,7343,서울특별시 영등포구 여의대방로 394,서울특별시 영등포구 여의도동 53 우정빌딩,027803289,,Y,N,Y,N,20221104
여의도탁구장,레저/체육/공원,지역체육시설,탁구장,서울특별시,영등포구,여의도동,,53 번지,여의대방로,394,37.51939099,126.9327655,7343,서울특별시 영등포구 여의대방로 394,서울특별시 영등포구 여의도동 53 우정빌딩,027803289,,N,N,N,N,20221104
신길골프연습장,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,신길동,,459-5 번지,여의대방로43라길,10,37.50815475,126.920158,7358,서울특별시 영등포구 여의대방로43라길 10,서울특별시 영등포구 신길동 459-5 신길골프연습장,028467720,,N,N,Y,Y,20221104
동진골프앤피트니스클럽,레저/체육/공원,대형레저시설,실외골프연습장,서울특별시,영등포구,신길동,,7-4 번지,여의대방로61길,55,37.51566283,126.9215229,7319,서울특별시 영등포구 여의대방로61길 55,서울특별시 영등포구 신길동 7-4,028412300,http://www.dongjincc.com,Y,N,Y,N,20221104
리첸스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,여의도동,,61 번지,여의동로,213,37.51859533,126.9396296,7345,서울특별시 영등포구 여의동로 213,서울특별시 영등포구 여의도동 61 여의도금호리첸시아,,,N,N,Y,Y,20221104
파라다이스수상레저,레저/체육/공원,대형레저시설,수상스키,서울특별시,영등포구,여의도동,,86 번지,여의동로,252,37.52283724,126.9415751,7346,서울특별시 영등포구 여의동로 252,서울특별시 영등포구 여의도동 86 파라다이스,024473333,http://www.hankangwedding.co.kr/dso/html/water.asp,N,Y,Y,Y,20221104
유람선선착장 매표소,레저/체육/공원,대형레저시설,유람선,서울특별시,영등포구,여의도동,,85-1 번지,여의동로,280,37.52496322,126.9390201,7337,서울특별시 영등포구 여의동로 280,서울특별시 영등포구 여의도동 85-1 진성나루,,,N,Y,Y,Y,20221104
이랜드크루즈,레저/체육/공원,대형레저시설,유람선,서울특별시,영등포구,여의도동,,85-1 번지,여의동로,290,37.52581426,126.9384095,7337,서울특별시 영등포구 여의동로 290,서울특별시 영등포구 여의도동 85-1 노들나루,0262916900,http://www.elandcruise.com,N,N,Y,N,20221104
한강 아라호 유람선 선착장,레저/체육/공원,대형레저시설,유람선,서울특별시,영등포구,여의도동,,85-1 번지,여의동로,338,37.52845845,126.9350806,7337,서울특별시 영등포구 여의동로 338,서울특별시 영등포구 여의도동 85-1 한강아라호 임시선착장,027800950,http://www.arahocruise.com,N,N,Y,Y,20221104
더골드클래스 여의도점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,여의도동,,47 번지,여의동로3길,10,37.51811729,126.925196,7324,서울특별시 영등포구 여의동로3길 10,서울특별시 영등포구 여의도동 47 여의도자이,16616984,,Y,N,Y,N,20221104
더로드아이스링크,레저/체육/공원,지역레저시설,스케이트장,서울특별시,영등포구,여의도동,,81-8 번지,여의서로,160,37.53481462,126.9115844,7231,서울특별시 영등포구 여의서로 160,서울특별시 영등포구 여의도동 81-8,027842223,,Y,Y,Y,Y,20221104
여의도한강공원 인라인스케이트장,레저/체육/공원,지역레저시설,스케이트장,서울특별시,영등포구,여의도동,,83-6 번지,여의서로,62,37.53186469,126.9232252,7240,서울특별시 영등포구 여의서로 62,서울특별시 영등포구 여의도동 83-6,,,N,Y,Y,Y,20221104
여의도눈썰매장,레저/체육/공원,대형레저시설,눈썰매,서울특별시,영등포구,여의도동,,82-1 번지,여의서로,94,37.53454602,126.9205678,7231,서울특별시 영등포구 여의서로 94,서울특별시 영등포구 여의도동 82-1 영등포수난구조대,,,N,N,Y,Y,20221104
포시즌스크린골프 영등포점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,당산동2가,,37 번지,영등포로,103,37.5220662,126.8931963,7264,서울특별시 영등포구 영등포로 103,서울특별시 영등포구 당산동2가 37 하나비즈타워,0226770753,,N,N,Y,N,20221104
버몬트 스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,영등포구,당산동1가,,16-1 번지,영등포로,130,37.5209894,126.8958009,7292,서울특별시 영등포구 영등포로 130,서울특별시 영등포구 당산동1가 16-1 진로아파트,0226360172,,N,N,Y,N,20221104
더케이베이스볼 아카데미,레저/체육/공원,지역체육시설,야구연습장,서울특별시,영등포구,영등포동5가,,18-1 번지,영등포로,225,37.51992006,126.9066547,7250,서울특별시 영등포구 영등포로 225,서울특별시 영등포구 영등포동5가 18-1,,http://thekbaseball.com/,N,N,Y,N,20221104
